category,sub_category,product_name,manufacturer,customer_name,city,state,region,country,postal_code,order_id,order_date,ship_date,ship_mode,sales,quantity,discount,profit,profit_ratio
Office Supplies,Paper,Xerox 1944,Xerox,Greg Maxwell,San Francisco,California,West,United States,94122,CA-2013-100244,2015-09-21,2015-09-25,Standard Class,78.0,2,0.0,38.0,0.49
Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,Ibico,Greg Maxwell,San Francisco,California,West,United States,94122,CA-2013-100244,2015-09-21,2015-09-25,Standard Class,49.0,2,0.2,16.0,0.33
Furniture,Furnishings,Dana Swing-Arm Lamps,Dana,Filia McAdams,Greensboro,North Carolina,South,United States,27405,CA-2013-134516,2015-09-21,2015-09-26,Standard Class,17.0,2,0.2,1.0,0.06
Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",Global,Filia McAdams,Greensboro,North Carolina,South,United States,27405,CA-2013-134516,2015-09-21,2015-09-26,Standard Class,98.0,1,0.2,-11.0,-0.11
Office Supplies,Appliances,Honeywell Quietcare HEPA Air Cleaner,Honeywell,Helen Abelman,New York City,New York,East,United States,10035,CA-2013-145611,2015-09-21,2015-09-25,Standard Class,393.0,5,0.0,130.0,0.33
Office Supplies,Binders,GBC Poly Designer Binding Covers,GBC,Edward Nazzal,Grand Rapids,Michigan,Central,United States,49505,CA-2013-126284,2015-09-21,2015-09-25,Standard Class,84.0,5,0.0,41.0,0.49
Furniture,Bookcases,O'Sullivan 5-Shelf Heavy-Duty Bookcases,O'Sullivan,Heather Jas,Seattle,Washington,West,United States,98105,CA-2013-166772,2015-09-21,2015-09-25,Standard Class,164.0,2,0.0,41.0,0.25
Office Supplies,Art,Berol Giant Pencil Sharpener,Berol,Sally Hughsby,Smyrna,Tennessee,South,United States,37167,CA-2013-109743,2015-09-23,2015-09-30,Standard Class,41.0,3,0.2,5.0,0.11
Technology,Phones,PayAnywhere Card Reader,Other,Sally Hughsby,Smyrna,Tennessee,South,United States,37167,CA-2013-109743,2015-09-23,2015-09-30,Standard Class,64.0,8,0.2,6.0,0.09
Office Supplies,Art,Newell 348,Newell,Pierre Wener,Philadelphia,Pennsylvania,East,United States,19140,CA-2013-120257,2015-09-23,2015-09-29,Standard Class,8.0,3,0.2,1.0,0.11
Office Supplies,Binders,Acco Suede Grain Vinyl Round Ring Binder,Acco,Amy Cox,Pembroke Pines,Florida,South,United States,33024,CA-2013-116232,2015-09-23,2015-09-27,Standard Class,8.0,9,0.7,-6.0,-0.8
Office Supplies,Labels,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",Avery,Amy Cox,Pembroke Pines,Florida,South,United States,33024,CA-2013-116232,2015-09-23,2015-09-27,Standard Class,17.0,2,0.2,6.0,0.35
Furniture,Furnishings,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,G. E.,Ann Steele,Louisville,Kentucky,South,United States,40214,US-2013-155404,2015-09-23,2015-09-29,Standard Class,13.0,2,0.0,6.0,0.48
Office Supplies,Labels,Avery 476,Avery,Robert Dilbeck,Philadelphia,Pennsylvania,East,United States,19134,CA-2013-151974,2015-09-23,2015-09-30,Standard Class,17.0,5,0.2,5.0,0.33
Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",Other,Sam Zeldin,New York City,New York,East,United States,10035,CA-2013-135965,2015-09-23,2015-09-26,First Class,128.0,6,0.0,37.0,0.29
Office Supplies,Paper,Xerox 1895,Xerox,Anna Chung,Lawrence,Indiana,Central,United States,46226,CA-2013-158617,2015-09-23,2015-09-29,Standard Class,36.0,6,0.0,16.0,0.45
Furniture,Furnishings,Aluminum Document Frame,Other,Suzanne McNair,Broomfield,Colorado,West,United States,80020,CA-2013-125724,2015-09-23,2015-09-28,Standard Class,68.0,7,0.2,9.0,0.13
Furniture,Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",DAX,Chris Selesnick,Green Bay,Wisconsin,Central,United States,54302,CA-2013-119641,2015-09-23,2015-09-27,Standard Class,19.0,2,0.0,8.0,0.4
Office Supplies,Envelopes,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",Other,Nora Pelletier,Parma,Ohio,East,United States,44134,CA-2013-166653,2015-09-23,2015-09-25,Second Class,64.0,2,0.2,20.0,0.31
Office Supplies,Paper,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",Other,Ryan Crowe,Grand Rapids,Michigan,Central,United States,49505,US-2013-157728,2015-09-23,2015-09-29,Standard Class,36.0,7,0.0,17.0,0.47
Technology,Phones,Panasonic KX TS208W Corded phone,Panasonic,Ryan Crowe,Grand Rapids,Michigan,Central,United States,49505,US-2013-157728,2015-09-23,2015-09-29,Standard Class,98.0,2,0.0,27.0,0.28
Furniture,Furnishings,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",Other,Kelly Lampkin,Fairfield,Ohio,East,United States,45014,US-2013-129469,2015-09-24,2015-09-28,Standard Class,533.0,6,0.2,-27.0,-0.05
Office Supplies,Art,"Dixon Ticonderoga Maple Cedar Pencil, #2",Dixon,Kelly Lampkin,Fairfield,Ohio,East,United States,45014,US-2013-129469,2015-09-24,2015-09-28,Standard Class,5.0,2,0.2,0.0,0.06
Office Supplies,Storage,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,Eldon,Russell Applegate,Columbus,Georgia,South,United States,31907,CA-2013-149979,2015-09-24,2015-09-29,Second Class,118.0,5,0.0,34.0,0.29
Furniture,Chairs,Hon Mobius Operator's Chair,Hon,Russell Applegate,Columbus,Georgia,South,United States,31907,CA-2013-149979,2015-09-24,2015-09-29,Second Class,369.0,3,0.0,81.0,0.22
Office Supplies,Supplies,Acme Design Stainless Steel Bent Scissors,Acme,Candace McMahon,Seattle,Washington,West,United States,98115,CA-2013-110730,2015-09-24,2015-09-27,Second Class,14.0,2,0.0,4.0,0.27
Office Supplies,Envelopes,Poly String Tie Envelopes,Poly,Darrin Van Huff,San Diego,California,West,United States,92037,CA-2013-106656,2015-09-24,2015-09-27,First Class,4.0,2,0.0,2.0,0.47
Office Supplies,Labels,Avery 51,Avery,Darrin Van Huff,San Diego,California,West,United States,92037,CA-2013-106656,2015-09-24,2015-09-27,First Class,19.0,3,0.0,9.0,0.46
Office Supplies,Binders,3-ring staple pack,3-ring staple pack,Clay Rozendal,New York City,New York,East,United States,10009,CA-2013-101742,2015-09-24,2015-09-29,Second Class,11.0,7,0.2,4.0,0.35
Office Supplies,Paper,Xerox 1970,Xerox,Joni Sundaresam,Lancaster,Ohio,East,United States,43130,CA-2013-124016,2015-09-24,2015-09-27,Second Class,12.0,3,0.2,4.0,0.34
Furniture,Furnishings,"Eldon 400 Class Desk Accessories, Black Carbon",Eldon,Joni Sundaresam,Lancaster,Ohio,East,United States,43130,CA-2013-124016,2015-09-24,2015-09-27,Second Class,28.0,4,0.2,8.0,0.28
Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,Fellowes,Joni Sundaresam,Lancaster,Ohio,East,United States,43130,CA-2013-124016,2015-09-24,2015-09-27,Second Class,12.0,7,0.7,-10.0,-0.8
Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",ACCOHIDE,Dave Poirier,Seattle,Washington,West,United States,98115,CA-2013-159009,2015-09-24,2015-09-28,Standard Class,13.0,4,0.2,4.0,0.34
Furniture,Chairs,Global Deluxe Steno Chair,Global,Dave Poirier,Seattle,Washington,West,United States,98115,CA-2013-159009,2015-09-24,2015-09-28,Standard Class,185.0,3,0.2,-21.0,-0.11
Furniture,Chairs,Office Star - Contemporary Task Swivel Chair,Office Star,Pete Kriz,Columbus,Ohio,East,United States,43229,US-2013-134488,2015-09-25,2015-10-02,Standard Class,155.0,2,0.3,-13.0,-0.09
Office Supplies,Storage,"Tennsco Lockers, Gray",Tennsco,Laura Armstrong,Los Angeles,California,West,United States,90004,CA-2013-155187,2015-09-25,2015-09-27,Second Class,42.0,2,0.0,3.0,0.07
Office Supplies,Paper,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",REDIFORM,Laura Armstrong,Los Angeles,California,West,United States,90004,CA-2013-155187,2015-09-25,2015-09-27,Second Class,42.0,5,0.0,21.0,0.5
Furniture,Furnishings,Nu-Dell Executive Frame,Nu-Dell,Edward Becker,San Francisco,California,West,United States,94110,US-2013-147340,2015-09-25,2015-09-25,Same Day,63.0,5,0.0,23.0,0.37
Furniture,Furnishings,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,Electrix,Craig Leslie,Aurora,Colorado,West,United States,80013,CA-2013-108875,2015-09-25,2015-10-02,Standard Class,21.0,2,0.2,8.0,0.35
Office Supplies,Storage,Sensible Storage WireTech Storage Systems,Other,Craig Leslie,Aurora,Colorado,West,United States,80013,CA-2013-108875,2015-09-25,2015-10-02,Standard Class,511.0,9,0.2,-96.0,-0.19
Office Supplies,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings,Avery,Benjamin Patterson,Broken Arrow,Oklahoma,Central,United States,74012,CA-2013-141551,2015-09-25,2015-10-01,Standard Class,6.0,1,0.0,3.0,0.46
Office Supplies,Paper,Xerox 232,Xerox,Benjamin Patterson,Broken Arrow,Oklahoma,Central,United States,74012,CA-2013-141551,2015-09-25,2015-10-01,Standard Class,6.0,1,0.0,3.0,0.48
Furniture,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",Deflect-o,Ruben Dartt,Bloomington,Indiana,Central,United States,47401,CA-2013-154235,2015-09-25,2015-09-29,Standard Class,128.0,3,0.0,22.0,0.17
Office Supplies,Binders,GBC ProClick 150 Presentation Binding System,GBC,Michael Kennedy,Rockford,Illinois,Central,United States,61107,CA-2013-132479,2015-09-25,2015-09-27,First Class,442.0,7,0.8,-730.0,-1.65
Office Supplies,Envelopes,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",Tyvek,Edward Hooks,Los Angeles,California,West,United States,90049,CA-2013-100944,2015-09-25,2015-09-29,Standard Class,305.0,5,0.0,143.0,0.47
Furniture,Chairs,Hon Olson Stacker Stools,Hon,Edward Hooks,Los Angeles,California,West,United States,90049,CA-2013-100944,2015-09-25,2015-09-29,Standard Class,563.0,5,0.2,56.0,0.1
Furniture,Tables,Bevis Boat-Shaped Conference Table,Bevis,Adrian Barton,Phoenix,Arizona,West,United States,85023,US-2013-122245,2015-09-26,2015-10-01,Standard Class,393.0,3,0.5,-204.0,-0.52
Office Supplies,Labels,Avery 499,Avery,Nicole Hansen,Irving,Texas,Central,United States,75061,CA-2013-123722,2015-09-26,2015-10-02,Standard Class,16.0,4,0.2,5.0,0.33
Office Supplies,Paper,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",REDIFORM,Katrina Edelman,Tigard,Oregon,West,United States,97224,CA-2013-140417,2015-09-26,2015-09-30,Standard Class,60.0,9,0.2,23.0,0.38
Office Supplies,Binders,GBC Poly Designer Binding Covers,GBC,Katrina Edelman,Tigard,Oregon,West,United States,97224,CA-2013-140417,2015-09-26,2015-09-30,Standard Class,5.0,1,0.7,-4.0,-0.7
Office Supplies,Art,BIC Brite Liner Highlighters,BIC,Julia West,San Francisco,California,West,United States,94109,CA-2013-101385,2015-09-26,2015-10-02,Standard Class,17.0,4,0.0,7.0,0.42
Technology,Accessories,Logitech Wireless Headset h800,Logitech,Steve Chapman,La Crosse,Wisconsin,Central,United States,54601,US-2013-124163,2015-09-26,2015-10-01,Standard Class,500.0,5,0.0,175.0,0.35
Office Supplies,Art,Manco Dry-Lighter Erasable Highlighter,Other,Steve Chapman,La Crosse,Wisconsin,Central,United States,54601,US-2013-124163,2015-09-26,2015-10-01,Standard Class,3.0,1,0.0,1.0,0.34
Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray",Global,Steve Chapman,La Crosse,Wisconsin,Central,United States,54601,US-2013-124163,2015-09-26,2015-10-01,Standard Class,202.0,2,0.0,50.0,0.25
Furniture,Furnishings,Eldon Expressions Mahogany Wood Desk Collection,Eldon,Steve Chapman,La Crosse,Wisconsin,Central,United States,54601,US-2013-124163,2015-09-26,2015-10-01,Standard Class,69.0,11,0.0,17.0,0.25
Office Supplies,Appliances,Hoover Shoulder Vac Commercial Portable Vacuum,Hoover,Tony Sayre,Cleveland,Ohio,East,United States,44105,CA-2013-113978,2015-09-26,2015-09-30,Standard Class,286.0,1,0.2,18.0,0.06
Office Supplies,Storage,Eldon Gobal File Keepers,Eldon,Tony Sayre,Cleveland,Ohio,East,United States,44105,CA-2013-113978,2015-09-26,2015-09-30,Standard Class,24.0,2,0.2,-5.0,-0.2
Office Supplies,Storage,"SAFCO Commercial Wire Shelving, Black",SAFCO,Tony Sayre,Cleveland,Ohio,East,United States,44105,CA-2013-113978,2015-09-26,2015-09-30,Standard Class,332.0,3,0.2,-83.0,-0.25
Furniture,Bookcases,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",Atlantic,Aaron Smayling,San Francisco,California,West,United States,94110,CA-2013-148747,2015-09-26,2015-09-28,First Class,478.0,2,0.15,84.0,0.18
Office Supplies,Paper,"Ampad Evidence Wirebond Steno Books, 6"" x 9""",Ampad,Dan Lawera,Long Beach,California,West,United States,90805,US-2013-125402,2015-09-26,2015-10-02,Standard Class,11.0,5,0.0,5.0,0.47
Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,Other,Dan Lawera,Long Beach,California,West,United States,90805,US-2013-125402,2015-09-26,2015-10-02,Standard Class,30.0,2,0.0,15.0,0.5
Office Supplies,Labels,Avery 513,Avery,Dan Lawera,Long Beach,California,West,United States,90805,US-2013-125402,2015-09-26,2015-10-02,Standard Class,5.0,1,0.0,2.0,0.46
Technology,Copiers,Canon PC-428 Personal Copier,Canon,Dan Lawera,Long Beach,California,West,United States,90805,US-2013-125402,2015-09-26,2015-10-02,Standard Class,480.0,3,0.2,162.0,0.34
Technology,Phones,"SmartStand Mobile Device Holder, Assorted Colors",Other,Dan Lawera,Long Beach,California,West,United States,90805,US-2013-125402,2015-09-26,2015-10-02,Standard Class,45.0,8,0.2,4.0,0.1
Office Supplies,Art,Newell 346,Newell,Dan Lawera,Long Beach,California,West,United States,90805,US-2013-125402,2015-09-26,2015-10-02,Standard Class,6.0,2,0.0,2.0,0.29
Furniture,Chairs,"Global Airflow Leather Mesh Back Chair, Black",Global,Dan Lawera,Long Beach,California,West,United States,90805,US-2013-125402,2015-09-26,2015-10-02,Standard Class,483.0,4,0.2,60.0,0.13
Furniture,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,Hon,Natalie Fritzler,Decatur,Illinois,Central,United States,62521,US-2013-157945,2015-09-27,2015-10-02,Standard Class,748.0,3,0.3,-96.0,-0.13
Office Supplies,Envelopes,Staple envelope,Staple envelope,Natalie Fritzler,Decatur,Illinois,Central,United States,62521,US-2013-157945,2015-09-27,2015-10-02,Standard Class,9.0,2,0.2,3.0,0.38
Furniture,Bookcases,Bestar Classic Bookcase,Bestar,Sally Hughsby,Hesperia,California,West,United States,92345,US-2013-146794,2015-09-27,2015-10-02,Standard Class,425.0,5,0.15,20.0,0.05
Office Supplies,Appliances,Belkin 7 Outlet SurgeMaster II,Belkin,Steve Nguyen,Covington,Washington,West,United States,98042,CA-2013-169957,2015-09-27,2015-10-01,Standard Class,237.0,6,0.0,66.0,0.28
Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),Universal,Steve Nguyen,Covington,Washington,West,United States,98042,CA-2013-169957,2015-09-27,2015-10-01,Standard Class,30.0,5,0.0,15.0,0.49
Technology,Accessories,Micro Innovations USB RF Wireless Keyboard with Mouse,Micro Innovations,Steve Nguyen,Covington,Washington,West,United States,98042,CA-2013-169957,2015-09-27,2015-10-01,Standard Class,100.0,4,0.0,21.0,0.21
Office Supplies,Paper,Hammermill Color Copier Paper (28Lb. and 96 Bright),Hammermil,Charles Sheldon,Iowa City,Iowa,Central,United States,52240,CA-2013-157714,2015-09-27,2015-10-02,Second Class,10.0,1,0.0,4.0,0.45
Office Supplies,Storage,Advantus Rolling Storage Box,Advantus,Chuck Magee,Redlands,California,West,United States,92374,CA-2013-145898,2015-09-27,2015-09-27,Same Day,51.0,3,0.0,14.0,0.27
Office Supplies,Labels,Avery 494,Avery,Chuck Magee,Redlands,California,West,United States,92374,CA-2013-145898,2015-09-27,2015-09-27,Same Day,8.0,3,0.0,4.0,0.46
Office Supplies,Art,SANFORD Major Accent Highlighters,Sanford,Chuck Magee,Redlands,California,West,United States,92374,CA-2013-145898,2015-09-27,2015-09-27,Same Day,35.0,5,0.0,13.0,0.38
Office Supplies,Paper,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),Other,Chuck Magee,Redlands,California,West,United States,92374,CA-2013-145898,2015-09-27,2015-09-27,Same Day,30.0,5,0.0,13.0,0.45
Office Supplies,Paper,Xerox 1905,Xerox,Dorothy Wardle,San Francisco,California,West,United States,94109,CA-2013-165820,2015-09-27,2015-10-01,Standard Class,13.0,2,0.0,6.0,0.48
Technology,Accessories,Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black),Logitech,Tanja Norvell,Tallahassee,Florida,South,United States,32303,US-2013-109260,2015-09-27,2015-10-02,Standard Class,432.0,3,0.2,-76.0,-0.18
Office Supplies,Binders,Ibico Recycled Linen-Style Covers,Ibico,Shahid Collister,Houston,Texas,Central,United States,77095,US-2013-149790,2015-09-27,2015-10-02,Standard Class,16.0,2,0.8,-25.0,-1.6
Office Supplies,Appliances,Hoover Commercial Lightweight Upright Vacuum with E-Z Empty Dirt Cup,Hoover,Lisa Ryan,Houston,Texas,Central,United States,77041,CA-2013-143406,2015-09-27,2015-10-01,Standard Class,93.0,2,0.8,-251.0,-2.7
Furniture,Chairs,High-Back Leather Manager's Chair,Other,Lisa Ryan,Houston,Texas,Central,United States,77041,CA-2013-143406,2015-09-27,2015-10-01,Standard Class,455.0,5,0.3,-136.0,-0.3
Office Supplies,Binders,GBC Recycled VeloBinder Covers,GBC,Matt Hagelstein,Houston,Texas,Central,United States,77041,CA-2013-132017,2015-09-27,2015-09-28,First Class,7.0,2,0.8,-12.0,-1.7
Furniture,Bookcases,O'Sullivan Plantations 2-Door Library in Landvery Oak,O'Sullivan,Harry Marie,Huntsville,Texas,Central,United States,77340,US-2013-110170,2015-09-28,2015-10-04,Standard Class,957.0,7,0.32,-225.0,-0.24
Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,Other,Brian Moss,Lancaster,Ohio,East,United States,43130,CA-2013-163202,2015-09-28,2015-10-03,Standard Class,3.0,3,0.7,-2.0,-0.7
Technology,Phones,Samsung Galaxy S4,Samsung,Shaun Weien,Seattle,Washington,West,United States,98103,CA-2013-140249,2015-09-28,2015-10-04,Standard Class,1002.0,2,0.2,125.0,0.13
Office Supplies,Paper,Xerox 1965,Xerox,James Galang,Atlanta,Georgia,South,United States,30318,CA-2013-123176,2015-09-28,2015-09-30,Second Class,18.0,3,0.0,9.0,0.49
Office Supplies,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",Binney & Smith,James Galang,Atlanta,Georgia,South,United States,30318,CA-2013-123176,2015-09-28,2015-09-30,Second Class,14.0,3,0.0,5.0,0.33
Office Supplies,Paper,Xerox 1960,Xerox,Muhammed MacIntyre,Quincy,Illinois,Central,United States,62301,US-2013-134656,2015-09-29,2015-10-02,First Class,99.0,4,0.2,31.0,0.31
Office Supplies,Labels,Avery 483,Avery,Linda Southworth,Philadelphia,Pennsylvania,East,United States,19140,CA-2013-134362,2015-09-30,2015-10-03,First Class,16.0,4,0.2,5.0,0.33
Office Supplies,Art,Newell 328,Newell,Chad Cunningham,Columbus,Indiana,Central,United States,47201,CA-2013-161781,2015-09-30,2015-10-01,First Class,41.0,7,0.0,11.0,0.26
Office Supplies,Paper,Xerox 1887,Xerox,Pamela Stobb,Los Angeles,California,West,United States,90008,US-2013-101497,2015-09-30,2015-10-02,Second Class,19.0,1,0.0,9.0,0.48
Technology,Accessories,Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning,Logitech,Joe Kamberova,Mobile,Alabama,South,United States,36608,CA-2013-108616,2015-09-30,2015-10-04,Standard Class,210.0,3,0.0,71.0,0.34
Office Supplies,Binders,Premium Transparent Presentation Covers by GBC,Other,Joe Kamberova,Mobile,Alabama,South,United States,36608,CA-2013-108616,2015-09-30,2015-10-04,Standard Class,63.0,3,0.0,30.0,0.48
Office Supplies,Art,"Sanford Colorific Colored Pencils, 12/Box",Sanford,Joe Kamberova,Mobile,Alabama,South,United States,36608,CA-2013-108616,2015-09-30,2015-10-04,Standard Class,26.0,9,0.0,8.0,0.3
Office Supplies,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,Avery,Andy Reiter,San Francisco,California,West,United States,94109,CA-2013-138037,2015-09-30,2015-10-04,Standard Class,27.0,5,0.2,10.0,0.35
Office Supplies,Art,Newell 351,Newell,Dario Medina,Yuma,Arizona,West,United States,85364,CA-2013-106621,2015-09-30,2015-10-02,Second Class,10.0,4,0.2,1.0,0.11
Technology,Phones,Wilson Electronics DB Pro Signal Booster,Other,Erin Smith,Springfield,Oregon,West,United States,97477,CA-2013-108056,2015-09-30,2015-10-04,Standard Class,859.0,3,0.2,75.0,0.09
Technology,Accessories,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,Memorex,Maris LaWare,Los Angeles,California,West,United States,90008,CA-2013-125794,2015-09-30,2015-10-04,Standard Class,36.0,1,0.0,15.0,0.42
Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Pressboard,Sarah Jordon,Quincy,Illinois,Central,United States,62301,CA-2013-108644,2015-10-01,2015-10-04,First Class,2.0,2,0.8,-3.0,-1.65
Furniture,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish",O'Sullivan,Greg Matthias,New York City,New York,East,United States,10011,CA-2013-106243,2015-10-01,2015-10-05,Standard Class,524.0,5,0.2,-26.0,-0.05
Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",Global,Brian DeCherney,San Francisco,California,West,United States,94122,CA-2013-157686,2015-10-02,2015-10-03,First Class,195.0,4,0.2,12.0,0.06
Technology,Phones,Plantronics Cordless Phone Headset with In-line Volume - M214C,Plantronics,Chris Cortes,La Porte,Indiana,Central,United States,46350,CA-2013-155992,2015-10-02,2015-10-03,First Class,70.0,2,0.0,19.0,0.27
Furniture,Furnishings,Westinghouse Clip-On Gooseneck Lamps,Westinghouse,Chris Cortes,La Porte,Indiana,Central,United States,46350,CA-2013-155992,2015-10-02,2015-10-03,First Class,42.0,5,0.0,11.0,0.26
Furniture,Tables,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",Chromcraft,Greg Matthias,New York City,New York,East,United States,10024,CA-2013-139157,2015-10-02,2015-10-06,Standard Class,331.0,1,0.4,-116.0,-0.35
Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,Imation,Hunter Glantz,Amarillo,Texas,Central,United States,79109,CA-2013-111794,2015-10-02,2015-10-02,Same Day,80.0,3,0.2,21.0,0.26
Office Supplies,Paper,Easy-staple paper,Easy-staple paper,Hunter Glantz,Amarillo,Texas,Central,United States,79109,CA-2013-111794,2015-10-02,2015-10-02,Same Day,28.0,1,0.2,10.0,0.34
Office Supplies,Binders,Avery Non-Stick Binders,Avery,Jamie Kunitz,Hialeah,Florida,South,United States,33012,CA-2013-116918,2015-10-02,2015-10-07,Second Class,5.0,4,0.7,-4.0,-0.83
Office Supplies,Art,Staples in misc. colors,Staples in misc. colors,Jamie Kunitz,Hialeah,Florida,South,United States,33012,CA-2013-116918,2015-10-02,2015-10-07,Second Class,31.0,8,0.2,5.0,0.16
Office Supplies,Appliances,Kensington 6 Outlet Guardian Standard Surge Protector,Kensington,Tim Taslimi,New York City,New York,East,United States,10024,CA-2013-134376,2015-10-03,2015-10-07,Standard Class,61.0,3,0.0,17.0,0.27
Office Supplies,Binders,"Premier Elliptical Ring Binder, Black",Premier,Liz Preis,Phoenix,Arizona,West,United States,85023,CA-2013-118969,2015-10-03,2015-10-04,First Class,55.0,6,0.7,-40.0,-0.73
Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,Acco,Tamara Chand,Lafayette,Indiana,Central,United States,47905,CA-2013-118689,2015-10-03,2015-10-10,Standard Class,32.0,2,0.0,5.0,0.15
Technology,Copiers,Canon imageCLASS 2200 Advanced Copier,Canon,Tamara Chand,Lafayette,Indiana,Central,United States,47905,CA-2013-118689,2015-10-03,2015-10-10,Standard Class,17500.0,5,0.0,8400.0,0.48
Office Supplies,Binders,Ibico Ibimaster 300 Manual Binding System,Ibico,Tamara Chand,Lafayette,Indiana,Central,United States,47905,CA-2013-118689,2015-10-03,2015-10-10,Standard Class,736.0,2,0.0,331.0,0.45
Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",Acco,Tamara Chand,Lafayette,Indiana,Central,United States,47905,CA-2013-118689,2015-10-03,2015-10-10,Standard Class,34.0,7,0.0,17.0,0.49
Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners,Stanley,Tamara Chand,Lafayette,Indiana,Central,United States,47905,CA-2013-118689,2015-10-03,2015-10-10,Standard Class,34.0,2,0.0,10.0,0.28
Office Supplies,Envelopes,Staple envelope,Staple envelope,Hunter Lopez,Houston,Texas,Central,United States,77095,CA-2013-140634,2015-10-04,2015-10-07,Second Class,16.0,2,0.2,5.0,0.33
Furniture,Chairs,Office Star - Contemporary Task Swivel Chair,Office Star,Emily Burns,New York City,New York,East,United States,10035,CA-2013-144939,2015-10-04,2015-10-09,Standard Class,599.0,6,0.1,93.0,0.16
Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",Eldon,Tracy Poddar,Grand Prairie,Texas,Central,United States,75051,CA-2013-103919,2015-10-04,2015-10-08,Standard Class,38.0,5,0.6,-30.0,-0.78
Office Supplies,Labels,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,Smead,Daniel Byrd,Lake Forest,California,West,United States,92630,CA-2013-101672,2015-10-04,2015-10-08,Standard Class,6.0,2,0.0,3.0,0.48
Furniture,Chairs,Global Deluxe High-Back Manager's Chair,Global,Daniel Byrd,Lake Forest,California,West,United States,92630,CA-2013-101672,2015-10-04,2015-10-08,Standard Class,915.0,4,0.2,103.0,0.11
Office Supplies,Paper,Xerox 1900,Xerox,Daniel Byrd,Lake Forest,California,West,United States,92630,CA-2013-101672,2015-10-04,2015-10-08,Standard Class,9.0,2,0.0,4.0,0.45
Office Supplies,Paper,Xerox 1891,Xerox,Daniel Byrd,Lake Forest,California,West,United States,92630,CA-2013-101672,2015-10-04,2015-10-08,Standard Class,98.0,2,0.0,46.0,0.47
Office Supplies,Envelopes,Laser & Ink Jet Business Envelopes,Other,Mary O'Rourke,The Colony,Texas,Central,United States,75056,CA-2013-121601,2015-10-05,2015-10-05,Same Day,60.0,7,0.2,19.0,0.33
Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,Ibico,Daniel Raglin,Providence,Rhode Island,East,United States,2908,US-2013-140158,2015-10-05,2015-10-09,Standard Class,30.0,1,0.0,14.0,0.46
Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,Hewlett-Packard,Daniel Raglin,Providence,Rhode Island,East,United States,2908,US-2013-140158,2015-10-05,2015-10-09,Standard Class,5400.0,9,0.0,2592.0,0.48
